DR_NO,DATE OCC,Date Rptd,TIME OCC,AREA,AREA NAME,Rpt Dist No,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,LOCATION,LAT,LON,SexualAssault,Age_Group,DATE_OCC_dt,datetime_occurrence,Premise_Category
201914621,09/17/2020 12:00:00 AM,09/17/2020 12:00:00 AM,730,19,Mission,1972,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,31,F,H,101.0,STREET,NORDHOFF,34.2337,-118.463,1,30-44,2020-09-17,2020-09-17 07:30:00,Outdoor
211711434,01/01/2020 12:00:00 AM,08/06/2021 12:00:00 AM,1200,17,Devonshire,1745,121,"RAPE, FORCIBLE",22,F,H,501.0,SINGLE FAMILY DWELLING,17800    SAN JOSE                     ST,34.2612,-118.5216,1,18-29,2020-01-01,2020-01-01 12:00:00,Indoor
201515180,08/05/2020 12:00:00 AM,09/15/2020 12:00:00 AM,1100,15,N Hollywood,1539,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,F,H,101.0,STREET,5600    STROHM                       AV,34.1721,-118.3594,1,18-29,2020-08-05,2020-08-05 11:00:00,Outdoor
202008713,04/14/2020 12:00:00 AM,04/18/2020 12:00:00 AM,2330,20,Olympic,2023,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,37,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400 S  HARVARD                      BL,34.0654,-118.3041,1,30-44,2020-04-14,2020-04-14 23:30:00,Indoor
202108682,04/25/2020 12:00:00 AM,04/26/2020 12:00:00 AM,2200,21,Topanga,2125,121,"RAPE, FORCIBLE",57,F,H,108.0,PARKING LOT,7600    TOPANGA CANYON               BL,34.2083,-118.606,1,45+,2020-04-25,2020-04-25 22:00:00,Outdoor
201410159,04/28/2020 12:00:00 AM,04/29/2020 12:00:00 AM,1800,14,Pacific,1407,121,"RAPE, FORCIBLE",53,F,B,501.0,SINGLE FAMILY DWELLING,3800    JASMINE                      AV,34.0215,-118.4017,1,45+,2020-04-28,2020-04-28 18:00:00,Indoor
201508068,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,500,15,N Hollywood,1525,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,23,F,H,501.0,SINGLE FAMILY DWELLING,5700    BUCKNELL                     AV,34.174,-118.3899,1,18-29,2020-03-26,2020-03-26 05:00:00,Indoor
202107123,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1840,21,Topanga,2146,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,19,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",7100    MILWOOD                      AV,34.1992,-118.5943,1,18-29,2020-03-08,2020-03-08 18:40:00,Indoor
202007080,03/04/2020 12:00:00 AM,03/05/2020 12:00:00 AM,1000,20,Olympic,2097,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,33,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1700 W  20TH                         ST,34.0382,-118.2943,1,30-44,2020-03-04,2020-03-04 10:00:00,Indoor
211304982,07/24/2020 12:00:00 AM,01/23/2021 12:00:00 AM,100,13,Newton,1381,121,"RAPE, FORCIBLE",15,F,H,501.0,SINGLE FAMILY DWELLING,300 W  61ST                         ST,33.9842,-118.2789,1,<18,2020-07-24,2020-07-24 01:00:00,Indoor
201812011,06/02/2020 12:00:00 AM,06/02/2020 12:00:00 AM,230,18,Southeast,1804,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,39,F,B,101.0,STREET,88TH                         ST,33.9574,-118.2564,1,30-44,2020-06-02,2020-06-02 02:30:00,Outdoor
201710995,05/20/2020 12:00:00 AM,07/11/2020 12:00:00 AM,1,17,Devonshire,1729,860,BATTERY WITH SEXUAL CONTACT,2,F,H,501.0,SINGLE FAMILY DWELLING,11200    BABBITT                      AV,34.2738,-118.5098,1,<18,2020-05-20,2020-05-20 00:01:00,Indoor
201709989,06/13/2020 12:00:00 AM,06/13/2020 12:00:00 AM,430,17,Devonshire,1794,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,18,M,H,501.0,SINGLE FAMILY DWELLING,18100    ROSCOE                       BL,34.2251,-118.5372,1,18-29,2020-06-13,2020-06-13 04:30:00,Indoor
201804357,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1900,18,Southeast,1861,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,24,F,H,501.0,SINGLE FAMILY DWELLING,700 W  117TH                        ST,33.9274,-118.287,1,18-29,2020-01-07,2020-01-07 19:00:00,Indoor
201906781,02/25/2020 12:00:00 AM,02/25/2020 12:00:00 AM,2300,19,Mission,1972,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,42,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",9000    BURNET                       AV,34.2337,-118.4632,1,30-44,2020-02-25,2020-02-25 23:00:00,Indoor
201414021,07/19/2020 12:00:00 AM,07/19/2020 12:00:00 AM,2100,14,Pacific,1412,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,26,F,H,101.0,STREET,100    CLUBHOUSE                    AV,33.9902,-118.4743,1,18-29,2020-07-19,2020-07-19 21:00:00,Outdoor
201712142,08/13/2020 12:00:00 AM,08/13/2020 12:00:00 AM,130,17,Devonshire,1749,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",10300    WOODLEY                      AV,34.2574,-118.4848,1,18-29,2020-08-13,2020-08-13 01:30:00,Other/Uncategorized
210912492,08/01/2020 12:00:00 AM,08/05/2021 12:00:00 AM,1200,9,Van Nuys,989,860,BATTERY WITH SEXUAL CONTACT,16,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",4400    WOODMAN                      AV,34.1504,-118.4312,1,<18,2020-08-01,2020-08-01 12:00:00,Indoor
201610589,06/19/2020 12:00:00 AM,06/30/2020 12:00:00 AM,2200,16,Foothill,1606,121,"RAPE, FORCIBLE",16,F,H,501.0,SINGLE FAMILY DWELLING,11500    HELA                         AV,34.2789,-118.387,1,<18,2020-06-19,2020-06-19 22:00:00,Indoor
201709418,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1100,17,Devonshire,1793,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,22,F,H,501.0,SINGLE FAMILY DWELLING,19100    BRYANT                       ST,34.2272,-118.5492,1,18-29,2020-05-23,2020-05-23 11:00:00,Indoor
202016362,10/25/2020 12:00:00 AM,10/25/2020 12:00:00 AM,1330,20,Olympic,2005,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,27,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",600 N  NORMANDIE                    AV,34.0799,-118.3025,1,18-29,2020-10-25,2020-10-25 13:30:00,Indoor
202117420,12/24/2020 12:00:00 AM,12/24/2020 12:00:00 AM,200,21,Topanga,2158,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,23,F,H,101.0,STREET,6200    VARIEL                       AV,34.1829,-118.5928,1,18-29,2020-12-24,2020-12-24 02:00:00,Outdoor
201811077,05/13/2020 12:00:00 AM,05/13/2020 12:00:00 AM,1630,18,Southeast,1801,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,F,H,506.0,ABANDONED BUILDING ABANDONED HOUSE,500 W  92ND                         ST,33.9528,-118.2827,1,18-29,2020-05-13,2020-05-13 16:30:00,Other/Uncategorized
201814527,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,2200,18,Southeast,1801,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,57,M,B,501.0,SINGLE FAMILY DWELLING,600 W  87TH                         ST,33.9587,-118.287,1,45+,2020-07-24,2020-07-24 22:00:00,Indoor
201409768,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,955,14,Pacific,1432,860,BATTERY WITH SEXUAL CONTACT,36,F,W,103.0,ALLEY,800    SUPERBA                      AV,33.9932,-118.4599,1,30-44,2020-04-18,2020-04-18 09:55:00,Outdoor
201416337,08/20/2020 12:00:00 AM,08/20/2020 12:00:00 AM,1600,14,Pacific,1456,121,"RAPE, FORCIBLE",22,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",11800    COURTLEIGH                   DR,33.9982,-118.4181,1,18-29,2020-08-20,2020-08-20 16:00:00,Other/Uncategorized
201315069,08/04/2020 12:00:00 AM,08/04/2020 12:00:00 AM,1450,13,Newton,1307,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,35,F,W,102.0,SIDEWALK,AGATHA                       ST,34.0384,-118.2464,1,30-44,2020-08-04,2020-08-04 14:50:00,Outdoor
201418894,10/17/2020 12:00:00 AM,10/17/2020 12:00:00 AM,2230,14,Pacific,1412,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,32,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",00    THORNTON                     AV,33.9925,-118.4771,1,30-44,2020-10-17,2020-10-17 22:30:00,Indoor
202008986,04/25/2020 12:00:00 AM,04/25/2020 12:00:00 AM,1705,20,Olympic,2034,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,31,F,H,101.0,STREET,8TH                          ST,34.0577,-118.3031,1,30-44,2020-04-25,2020-04-25 17:05:00,Outdoor
201512362,07/08/2020 12:00:00 AM,07/08/2020 12:00:00 AM,225,15,N Hollywood,1539,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,44,F,H,501.0,SINGLE FAMILY DWELLING,5800    VINELAND                     AV,34.1758,-118.3703,1,30-44,2020-07-08,2020-07-08 02:25:00,Indoor
201505540,01/31/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1400,15,N Hollywood,1535,860,BATTERY WITH SEXUAL CONTACT,44,F,O,102.0,SIDEWALK,LANKERSHIM,34.1794,-118.3834,1,30-44,2020-01-31,2020-01-31 14:00:00,Outdoor
202016815,11/06/2020 12:00:00 AM,11/06/2020 12:00:00 AM,200,20,Olympic,2002,121,"RAPE, FORCIBLE",16,F,W,101.0,STREET,ROSEWOOD                     AV,34.0793,-118.3091,1,<18,2020-11-06,2020-11-06 02:00:00,Outdoor
201606176,01/27/2020 12:00:00 AM,02/21/2020 12:00:00 AM,800,16,Foothill,1633,121,"RAPE, FORCIBLE",43,F,H,707.0,GARAGE/CARPORT,12300    GLAMIS                       ST,34.269,-118.4014,1,30-44,2020-01-27,2020-01-27 08:00:00,Indoor
221516098,10/13/2020 12:00:00 AM,10/13/2022 12:00:00 AM,1200,15,N Hollywood,1557,860,BATTERY WITH SEXUAL CONTACT,29,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",10900    BLIX                         ST,34.1567,-118.368,1,18-29,2020-10-13,2020-10-13 12:00:00,Indoor
230118041,08/27/2020 12:00:00 AM,08/16/2023 12:00:00 AM,2100,1,Central,132,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,59,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",800 W  1ST                          ST,34.057,-118.2508,1,45+,2020-08-27,2020-08-27 21:00:00,Indoor
201606181,02/21/2020 12:00:00 AM,02/21/2020 12:00:00 AM,1200,16,Foothill,1617,860,BATTERY WITH SEXUAL CONTACT,59,F,W,203.0,OTHER BUSINESS,9600    FENWICK                      ST,34.2615,-118.3188,1,45+,2020-02-21,2020-02-21 12:00:00,Other
201518017,11/25/2020 12:00:00 AM,11/25/2020 12:00:00 AM,1617,15,N Hollywood,1529,820,ORAL COPULATION,8,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",6100    CLYBOURN                     AV,34.1829,-118.365,1,<18,2020-11-25,2020-11-25 16:17:00,Indoor
202112220,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,2130,21,Topanga,2107,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,27,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",21200    ROSCOE                       BL,34.2234,-118.5932,1,18-29,2020-07-31,2020-07-31 21:30:00,Indoor
211115648,09/04/2020 12:00:00 AM,11/22/2021 12:00:00 AM,1900,11,Northeast,1137,121,"RAPE, FORCIBLE",5,F,H,501.0,SINGLE FAMILY DWELLING,600 N  AVENUE 50,34.1109,-118.2016,1,<18,2020-09-04,2020-09-04 19:00:00,Indoor
201821509,12/01/2020 12:00:00 AM,12/02/2020 12:00:00 AM,2300,18,Southeast,1851,860,BATTERY WITH SEXUAL CONTACT,39,F,H,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,135TH                        ST,33.9092,-118.2827,1,30-44,2020-12-01,2020-12-01 23:00:00,Other/Uncategorized
201804655,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,845,18,Southeast,1823,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,F,H,101.0,STREET,99TH,33.9465,-118.2652,1,18-29,2020-01-13,2020-01-13 08:45:00,Outdoor
201407761,01/01/2020 12:00:00 AM,03/04/2020 12:00:00 AM,1030,14,Pacific,1443,860,BATTERY WITH SEXUAL CONTACT,14,F,H,710.0,OTHER PREMISE,13000    VENICE                       BL,33.9994,-118.442,1,<18,2020-01-01,2020-01-01 10:30:00,Other
201810925,05/10/2020 12:00:00 AM,05/10/2020 12:00:00 AM,1854,18,Southeast,1802,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,45,F,B,501.0,SINGLE FAMILY DWELLING,200 W  93RD                         ST,33.956,-118.2772,1,45+,2020-05-10,2020-05-10 18:54:00,Indoor
201716131,11/21/2020 12:00:00 AM,12/03/2020 12:00:00 AM,2000,17,Devonshire,1735,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,41,F,O,501.0,SINGLE FAMILY DWELLING,17900    TRIBUNE                      PL,34.2677,-118.5263,1,30-44,2020-11-21,2020-11-21 20:00:00,Indoor
202014473,08/29/2020 12:00:00 AM,09/09/2020 12:00:00 AM,2200,20,Olympic,2042,121,"RAPE, FORCIBLE",15,F,B,503.0,HOTEL,900 S  WESTERN                      AV,34.0556,-118.3091,1,<18,2020-08-29,2020-08-29 22:00:00,Other/Uncategorized
201908911,04/17/2020 12:00:00 AM,04/19/2020 12:00:00 AM,100,19,Mission,1985,121,"RAPE, FORCIBLE",23,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",14600    PARTHENIA                    ST,34.2268,-118.4499,1,18-29,2020-04-17,2020-04-17 01:00:00,Indoor
201813934,07/12/2020 12:00:00 AM,07/14/2020 12:00:00 AM,2359,18,Southeast,1835,121,"RAPE, FORCIBLE",20,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",10400 S  CENTRAL                      AV,33.9415,-118.2541,1,18-29,2020-07-12,2020-07-12 23:59:00,Indoor
201404719,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1340,14,Pacific,1463,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,34,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",5300    PLAYA VISTA                  DR,33.9775,-118.4292,1,30-44,2020-01-13,2020-01-13 13:40:00,Indoor
201817386,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,1545,18,Southeast,1861,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,52,M,B,501.0,SINGLE FAMILY DWELLING,11400    MENLO                        AV,33.9304,-118.2893,1,45+,2020-09-16,2020-09-16 15:45:00,Indoor
202005617,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1300,20,Olympic,2027,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,50,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500 S  KENMORE                      AV,34.0654,-118.2966,1,45+,2020-02-03,2020-02-03 13:00:00,Indoor
201906193,02/15/2020 12:00:00 AM,02/15/2020 12:00:00 AM,40,19,Mission,1983,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0,F,H,503.0,HOTEL,8400    SEPULVEDA                    BL,34.2231,-118.4677,1,<18,2020-02-15,2020-02-15 00:40:00,Other/Uncategorized
201820257,11/09/2020 12:00:00 AM,11/09/2020 12:00:00 AM,950,18,Southeast,1842,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,51,F,B,501.0,SINGLE FAMILY DWELLING,200 E  111TH                        ST,33.9348,-118.2715,1,45+,2020-11-09,2020-11-09 09:50:00,Indoor
201706604,02/29/2020 12:00:00 AM,02/29/2020 12:00:00 AM,145,17,Devonshire,1767,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,37,F,H,501.0,SINGLE FAMILY DWELLING,18600    VINCENNES                    ST,34.241,-118.5379,1,30-44,2020-02-29,2020-02-29 01:45:00,Indoor
202014913,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,2050,20,Olympic,2019,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,71,F,A,501.0,SINGLE FAMILY DWELLING,200 S  WESTMORELAND                 AV,34.069,-118.2879,1,45+,2020-09-20,2020-09-20 20:50:00,Indoor
201815308,08/09/2020 12:00:00 AM,08/09/2020 12:00:00 AM,1840,18,Southeast,1844,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,49,M,B,101.0,STREET,111TH                        PL,33.9351,-118.2609,1,45+,2020-08-09,2020-08-09 18:40:00,Outdoor
201800653,04/11/2020 12:00:00 AM,04/11/2020 12:00:00 AM,334,18,Southeast,1834,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,36,M,H,501.0,SINGLE FAMILY DWELLING,300 E  107TH                        ST,33.9393,-118.2695,1,30-44,2020-04-11,2020-04-11 03:34:00,Indoor
201914959,09/24/2020 12:00:00 AM,09/26/2020 12:00:00 AM,700,19,Mission,1983,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,41,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",8600    COLUMBUS                     AV,34.2265,-118.4654,1,30-44,2020-09-24,2020-09-24 07:00:00,Indoor
201808947,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,2130,18,Southeast,1823,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,19,F,H,101.0,STREET,AVALON,33.947,-118.2684,1,18-29,2020-03-30,2020-03-30 21:30:00,Outdoor
202005793,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1210,20,Olympic,2035,860,BATTERY WITH SEXUAL CONTACT,21,F,H,404.0,DEPARTMENT STORE,3400    WILSHIRE                     BL,34.0618,-118.2979,1,18-29,2020-02-07,2020-02-07 12:10:00,Commercial
201822173,12/15/2020 12:00:00 AM,12/15/2020 12:00:00 AM,1615,18,Southeast,1823,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,24,F,B,501.0,SINGLE FAMILY DWELLING,3200 E  99TH                         ST,33.9465,-118.2666,1,18-29,2020-12-15,2020-12-15 16:15:00,Indoor
201612960,01/01/2020 12:00:00 AM,09/10/2020 12:00:00 AM,800,16,Foothill,1642,121,"RAPE, FORCIBLE",35,F,H,501.0,SINGLE FAMILY DWELLING,13200    GARBER                       ST,34.2558,-118.4199,1,30-44,2020-01-01,2020-01-01 08:00:00,Indoor
202013600,08/16/2020 12:00:00 AM,08/18/2020 12:00:00 AM,910,20,Olympic,2016,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,62,F,O,124.0,BUS STOP,3RD                          ST,34.069,-118.2991,1,45+,2020-08-16,2020-08-16 09:10:00,Other/Uncategorized
201512780,07/18/2020 12:00:00 AM,07/19/2020 12:00:00 AM,925,15,N Hollywood,1585,122,"RAPE, ATTEMPTED",48,F,W,102.0,SIDEWALK,VINELAND,34.141,-118.3703,1,45+,2020-07-18,2020-07-18 09:25:00,Outdoor
201911558,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,1500,19,Mission,1985,860,BATTERY WITH SEXUAL CONTACT,40,F,H,403.0,DRUG STORE,8400    VAN NUYS                     BL,34.2229,-118.4487,1,30-44,2020-06-29,2020-06-29 15:00:00,Commercial
201815121,08/10/2020 12:00:00 AM,08/11/2020 12:00:00 AM,315,18,Southeast,1805,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,59,F,H,501.0,SINGLE FAMILY DWELLING,200 E  92ND                         ST,33.9529,-118.2717,1,45+,2020-08-10,2020-08-10 03:15:00,Indoor
201913271,08/14/2020 12:00:00 AM,08/14/2020 12:00:00 AM,944,19,Mission,1921,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,20,F,B,505.0,MOTEL,12800    ENCINITAS                    AV,34.3024,-118.477,1,18-29,2020-08-14,2020-08-14 09:44:00,Other/Uncategorized
201822244,12/09/2020 12:00:00 AM,12/09/2020 12:00:00 AM,1200,18,Southeast,1891,121,"RAPE, FORCIBLE",29,F,B,501.0,SINGLE FAMILY DWELLING,170TH                        ST,33.877,-118.2824,1,18-29,2020-12-09,2020-12-09 12:00:00,Indoor
232110507,07/17/2020 12:00:00 AM,06/16/2023 12:00:00 AM,2030,21,Topanga,2175,121,"RAPE, FORCIBLE",28,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",5200    FALLBROOK                    AV,34.165,-118.6233,1,18-29,2020-07-17,2020-07-17 20:30:00,Indoor
202105284,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1100,21,Topanga,2134,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,40,M,H,108.0,PARKING LOT,FARRALONE                    AV,34.202,-118.6103,1,30-44,2020-01-29,2020-01-29 11:00:00,Outdoor
202006284,02/09/2020 12:00:00 AM,02/17/2020 12:00:00 AM,30,20,Olympic,2022,860,BATTERY WITH SEXUAL CONTACT,35,F,H,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),600 S  WESTERN                      AV,34.0655,-118.3114,1,30-44,2020-02-09,2020-02-09 00:30:00,Other/Uncategorized
201812349,06/09/2020 12:00:00 AM,06/09/2020 12:00:00 AM,2024,18,Southeast,1844,860,BATTERY WITH SEXUAL CONTACT,35,F,B,124.0,BUS STOP,IMPERIAL,33.9345,-118.2623,1,30-44,2020-06-09,2020-06-09 20:24:00,Other/Uncategorized
201808709,03/25/2020 12:00:00 AM,03/25/2020 12:00:00 AM,1600,18,Southeast,1822,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,16,F,B,501.0,SINGLE FAMILY DWELLING,100 W  COLDEN                       AV,33.9492,-118.2739,1,<18,2020-03-25,2020-03-25 16:00:00,Indoor
201509636,05/05/2020 12:00:00 AM,05/05/2020 12:00:00 AM,1445,15,N Hollywood,1549,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0,M,O,501.0,SINGLE FAMILY DWELLING,10300    MCCORMICK                    ST,34.1661,-118.3552,1,<18,2020-05-05,2020-05-05 14:45:00,Indoor
201712921,09/05/2020 12:00:00 AM,09/05/2020 12:00:00 AM,330,17,Devonshire,1762,860,BATTERY WITH SEXUAL CONTACT,51,F,W,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,20600    LASSEN                       ST,34.25,-118.5813,1,45+,2020-09-05,2020-09-05 03:30:00,Other/Uncategorized
201820916,11/21/2020 12:00:00 AM,11/21/2020 12:00:00 AM,10,18,Southeast,1837,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,42,M,B,501.0,SINGLE FAMILY DWELLING,10800    WILLOWBROOK                  AV,33.9371,-118.2421,1,30-44,2020-11-21,2020-11-21 00:10:00,Indoor
201509174,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,2220,15,N Hollywood,1539,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,46,F,H,101.0,STREET,5700    VINELAND                     AV,34.174,-118.3703,1,45+,2020-04-24,2020-04-24 22:20:00,Outdoor
201615161,07/01/2020 12:00:00 AM,11/27/2020 12:00:00 AM,1,16,Foothill,1651,121,"RAPE, FORCIBLE",15,F,H,501.0,SINGLE FAMILY DWELLING,9500    REMICK                       AV,34.2427,-118.418,1,<18,2020-07-01,2020-07-01 00:01:00,Indoor
201822124,12/14/2020 12:00:00 AM,12/14/2020 12:00:00 AM,1130,18,Southeast,1837,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,73,M,B,501.0,SINGLE FAMILY DWELLING,1700 E  111TH                        PL,33.934,-118.244,1,45+,2020-12-14,2020-12-14 11:30:00,Indoor
201917499,11/29/2020 12:00:00 AM,11/30/2020 12:00:00 AM,1740,19,Mission,1935,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,49,M,H,101.0,STREET,14700    HAGAR                        ST,34.2744,-118.4546,1,45+,2020-11-29,2020-11-29 17:40:00,Outdoor
201907554,03/03/2020 12:00:00 AM,03/12/2020 12:00:00 AM,2200,19,Mission,1905,121,"RAPE, FORCIBLE",35,F,X,501.0,SINGLE FAMILY DWELLING,13300    WHEELER                      AV,34.3152,-118.4314,1,30-44,2020-03-03,2020-03-03 22:00:00,Indoor
201310696,05/11/2020 12:00:00 AM,05/11/2020 12:00:00 AM,414,13,Newton,1362,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,33,F,B,101.0,STREET,300 E  49TH                         ST,33.9984,-118.2707,1,30-44,2020-05-11,2020-05-11 04:14:00,Outdoor
202112055,07/06/2020 12:00:00 AM,07/27/2020 12:00:00 AM,2300,21,Topanga,2177,121,"RAPE, FORCIBLE",34,F,A,701.0,HOSPITAL,5600    DE SOTO                      AV,34.172,-118.5881,1,30-44,2020-07-06,2020-07-06 23:00:00,Institution
210210372,06/01/2020 12:00:00 AM,06/06/2021 12:00:00 AM,5,2,Rampart,211,121,"RAPE, FORCIBLE",35,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",600 N  NEW HAMPSHIRE                AV,34.0818,-118.2929,1,30-44,2020-06-01,2020-06-01 00:05:00,Indoor
201809182,04/04/2020 12:00:00 AM,04/04/2020 12:00:00 AM,2100,18,Southeast,1846,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,20,F,B,101.0,STREET,11300    HOOPER                       AV,33.9329,-118.2522,1,18-29,2020-04-04,2020-04-04 21:00:00,Outdoor
202004239,01/05/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2030,20,Olympic,2005,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,44,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",300 N  ARDMORE                      AV,34.0763,-118.3023,1,30-44,2020-01-05,2020-01-05 20:30:00,Indoor
201420778,11/25/2020 12:00:00 AM,11/25/2020 12:00:00 AM,1235,14,Pacific,1466,860,BATTERY WITH SEXUAL CONTACT,54,F,W,111.0,BUS-CHARTER/PRIVATE,79TH,33.975,-118.4002,1,45+,2020-11-25,2020-11-25 12:35:00,Other/Uncategorized
211608661,06/04/2020 12:00:00 AM,06/11/2021 12:00:00 AM,800,16,Foothill,1675,121,"RAPE, FORCIBLE",14,F,H,501.0,SINGLE FAMILY DWELLING,8500    LEHIGH                       AV,34.2239,-118.3678,1,<18,2020-06-04,2020-06-04 08:00:00,Indoor
211418335,01/01/2020 12:00:00 AM,09/13/2021 12:00:00 AM,1400,14,Pacific,1434,820,ORAL COPULATION,14,F,W,103.0,ALLEY,VENICE,34.0001,-118.4409,1,<18,2020-01-01,2020-01-01 14:00:00,Outdoor
201506427,02/18/2020 12:00:00 AM,02/19/2020 12:00:00 AM,1750,15,N Hollywood,1513,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,20,F,H,301.0,GAS STATION,7200    WHITSETT                     AV,34.2012,-118.4052,1,18-29,2020-02-18,2020-02-18 17:50:00,Commercial
